;Profitcenter;Kostenart;Executed-Ist;Sign;Planentwurf;Plan;Produktbereich;Bezeichnung;Year
1035;137001720;1540300;7149.04980469;plus;0.0;0.0;17 Stiftungen;Stiftung zur Förderung der Feuerwehr;2014
1036;137001720;8078500;-7149.04980469;minus;0.0;0.0;17 Stiftungen;Stiftung zur Förderung der Feuerwehr;2014
1037;140000300;1880000932;0.0;plus;1386727.625;1365803.625;03 Schulträgeraufgaben;PB03 Schulträgeraufgaben;2014
1038;140000300;1880000932;0.0;minus;-1386727.625;-1365803.625;03 Schulträgeraufgaben;PB03 Schulträgeraufgaben;2014
1039;140000300;-2147483648;-2038953.75;minus;0.0;0.0;03 Schulträgeraufgaben;PB03 Schulträgeraufgaben;2014
1040;140000300;-2147483648;2038953.75;plus;0.0;0.0;03 Schulträgeraufgaben;PB03 Schulträgeraufgaben;2014
1041;140000301;1014773082;-14147801.0;minus;0.0;0.0;03 Schulträgeraufgaben;Grundschulen;2014
1042;140000301;1992007471;0.0;plus;33151260.0;0.0;03 Schulträgeraufgaben;Grundschulen;2014
1043;140000301;195443647;0.0;minus;0.0;-13178302.0;03 Schulträgeraufgaben;Grundschulen;2014
1044;140000301;195028847;0.0;minus;-13290007.0;0.0;03 Schulträgeraufgaben;Grundschulen;2014
1045;140000301;-2147483648;32437278.0;plus;0.0;0.0;03 Schulträgeraufgaben;Grundschulen;2014
1046;140000301;1992512570;0.0;plus;0.0;31810774.0;03 Schulträgeraufgaben;Grundschulen;2014
1047;140000302;99321094;0.0;minus;-119803.046875;0.0;03 Schulträgeraufgaben;Hauptschulen;2014
1048;140000302;99735894;0.0;minus;0.0;-119861.007812;03 Schulträgeraufgaben;Hauptschulen;2014
1049;140000302;699719771;-238434.3125;minus;0.0;0.0;03 Schulträgeraufgaben;Hauptschulen;2014
1050;140000302;-2147483648;3605576.75;plus;0.0;0.0;03 Schulträgeraufgaben;Hauptschulen;2014
1051;140000302;1990917274;0.0;plus;4037911.25;0.0;03 Schulträgeraufgaben;Hauptschulen;2014
1052;140000302;1991422474;0.0;plus;0.0;3623102.5;03 Schulträgeraufgaben;Hauptschulen;2014
1053;140000303;1990881314;0.0;plus;0.0;4380080.0;03 Schulträgeraufgaben;Realschulen;2014
1054;140000303;795681514;-410334.5;minus;0.0;0.0;03 Schulträgeraufgaben;Realschulen;2014
1055;140000303;99321094;0.0;minus;-186158.796875;0.0;03 Schulträgeraufgaben;Realschulen;2014
1056;140000303;1990376114;0.0;plus;4948461.0;0.0;03 Schulträgeraufgaben;Realschulen;2014
1057;140000303;99735894;0.0;minus;0.0;-186219.765625;03 Schulträgeraufgaben;Realschulen;2014
1058;140000303;-2147483648;4249657.0;plus;0.0;0.0;03 Schulträgeraufgaben;Realschulen;2014
1059;140000304;1991448354;0.0;plus;11255413.0;0.0;03 Schulträgeraufgaben;Gymnasien;2014
1060;140000304;100568244;0.0;minus;0.0;-358336.375;03 Schulträgeraufgaben;Gymnasien;2014
1061;140000304;100153444;0.0;minus;-358265.34375;0.0;03 Schulträgeraufgaben;Gymnasien;2014
1062;140000304;-2147483648;10094964.0;plus;0.0;0.0;03 Schulträgeraufgaben;Gymnasien;2014
1063;140000304;813907670;-809501.625;minus;0.0;0.0;03 Schulträgeraufgaben;Gymnasien;2014
1064;140000304;1991953554;0.0;plus;0.0;9948680.0;03 Schulträgeraufgaben;Gymnasien;2014
1065;140000305;1990376114;0.0;plus;5845740.5;0.0;03 Schulträgeraufgaben;Gesamtschulen;2014
1066;140000305;791268354;-456949.9375;minus;0.0;0.0;03 Schulträgeraufgaben;Gesamtschulen;2014
1067;140000305;5266641;0.0;minus;0.0;-214930.1875;03 Schulträgeraufgaben;Gesamtschulen;2014
1068;140000305;4851841;0.0;minus;-214867.546875;0.0;03 Schulträgeraufgaben;Gesamtschulen;2014
1069;140000305;-2147483648;6040606.0;plus;0.0;0.0;03 Schulträgeraufgaben;Gesamtschulen;2014
1070;140000305;1990881314;0.0;plus;0.0;5180097.0;03 Schulträgeraufgaben;Gesamtschulen;2014
1071;140000306;-2147483648;3135360.25;plus;0.0;0.0;03 Schulträgeraufgaben;Förderschulen;2014
1072;140000306;6561921;0.0;minus;0.0;-226491.421875;03 Schulträgeraufgaben;Förderschulen;2014
1073;140000306;1990874075;0.0;plus;3636656.75;0.0;03 Schulträgeraufgaben;Förderschulen;2014
1074;140000306;1991379275;0.0;plus;0.0;3239249.25;03 Schulträgeraufgaben;Förderschulen;2014
1075;140000306;5699121;0.0;minus;-205803.09375;0.0;03 Schulträgeraufgaben;Förderschulen;2014
1076;140000306;720622341;-420307.3125;minus;0.0;0.0;03 Schulträgeraufgaben;Förderschulen;2014
1077;140000307;99290673;0.0;minus;0.0;-362052.09375;03 Schulträgeraufgaben;Berufskollegs;2014
1078;140000307;1991488354;0.0;plus;6826315.5;0.0;03 Schulträgeraufgaben;Berufskollegs;2014
1079;140000307;-2147483648;6202569.5;plus;0.0;0.0;03 Schulträgeraufgaben;Berufskollegs;2014
1080;140000307;1991993554;0.0;plus;0.0;6090209.5;03 Schulträgeraufgaben;Berufskollegs;2014
1081;140000307;710503949;-741651.0625;minus;0.0;0.0;03 Schulträgeraufgaben;Berufskollegs;2014
1082;140000307;99308073;0.0;minus;-386984.3125;0.0;03 Schulträgeraufgaben;Berufskollegs;2014
1083;140000308;1793172090;0.0;plus;7181814.5;0.0;03 Schulträgeraufgaben;Schülerbeförderung;2014
1084;140000308;3073230;0.0;minus;0.0;-146209.390625;03 Schulträgeraufgaben;Schülerbeförderung;2014
1085;140000308;495540073;-179953.234375;minus;0.0;0.0;03 Schulträgeraufgaben;Schülerbeförderung;2014
1086;140000308;2658430;0.0;minus;-146134.390625;0.0;03 Schulträgeraufgaben;Schülerbeförderung;2014
1087;140000308;-2147483648;6118850.5;plus;0.0;0.0;03 Schulträgeraufgaben;Schülerbeförderung;2014
1088;140000308;1793677290;0.0;plus;0.0;6883367.5;03 Schulträgeraufgaben;Schülerbeförderung;2014
1089;140000309;-2147483648;1478937.625;plus;0.0;0.0;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2014
1090;140000309;2194030;0.0;minus;0.0;-535540.0625;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2014
1091;140000309;681642003;-563468.8125;minus;0.0;0.0;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2014
1092;140000309;1794207770;0.0;plus;1489079.75;0.0;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2014
1093;140000309;1794712970;0.0;plus;0.0;1473785.25;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2014
1094;140000309;1779230;0.0;minus;-550426.5625;0.0;03 Schulträgeraufgaben;Fördermaßnahmen für Schüler;2014
1095;140000310;1076725569;-272268.96875;minus;0.0;0.0;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2014
1096;140000310;-2147483648;1586945.125;plus;0.0;0.0;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2014
1097;140000310;1802430353;0.0;plus;0.0;1702763.0;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2014
1098;140000310;100165344;0.0;minus;0.0;-373071.53125;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2014
1099;140000310;99319444;0.0;minus;-367968.21875;0.0;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2014
1100;140000310;1801925153;0.0;plus;1725847.5;0.0;03 Schulträgeraufgaben;Sonstige schulische Aufgaben;2014
1101;140001702;531800;0.0;plus;1600.0;1600.0;17 Stiftungen;Stiftung Thomas Hansen;2014
1102;140001702;993500;1431.23999023;plus;0.0;0.0;17 Stiftungen;Stiftung Thomas Hansen;2014
1103;140001702;1387920;0.0;minus;-1600.0;-1600.0;17 Stiftungen;Stiftung Thomas Hansen;2014
1104;140001702;6005000;-1431.23999023;minus;0.0;0.0;17 Stiftungen;Stiftung Thomas Hansen;2014
1105;140001703;41597867;44570.75;plus;0.0;0.0;17 Stiftungen;Stiftung Peter Kemper;2014
1106;140001703;1650310;0.0;plus;7705.25;7705.25;17 Stiftungen;Stiftung Peter Kemper;2014
1107;140001703;14452961;-44570.75;minus;0.0;0.0;17 Stiftungen;Stiftung Peter Kemper;2014
1108;140001703;1857100;0.0;minus;-7705.25;-7705.25;17 Stiftungen;Stiftung Peter Kemper;2014
1109;141000400;1410000599;0.0;minus;-125816.5;-124003.601562;04 Kultur und Wissenschaft;PB04 Kultur und Wissenschaft;2014
1110;141000400;-2147483648;71341.53125;plus;0.0;0.0;04 Kultur und Wissenschaft;PB04 Kultur und Wissenschaft;2014
1111;141000400;1410000599;0.0;plus;125816.5;124003.601562;04 Kultur und Wissenschaft;PB04 Kultur und Wissenschaft;2014
1112;141000400;-2147483648;-71341.53125;minus;0.0;0.0;04 Kultur und Wissenschaft;PB04 Kultur und Wissenschaft;2014
1113;141000401;1615976143;0.0;plus;1041910.8125;1034246.9375;04 Kultur und Wissenschaft;Kulturelle Projekte;2014
1114;141000401;1526318294;-438344.15625;minus;0.0;0.0;04 Kultur und Wissenschaft;Kulturelle Projekte;2014
1115;141000401;-2147483648;1152212.625;plus;0.0;0.0;04 Kultur und Wissenschaft;Kulturelle Projekte;2014
1116;141000401;97468245;0.0;minus;-101462.703125;0.0;04 Kultur und Wissenschaft;Kulturelle Projekte;2014
1117;141000401;97900445;0.0;minus;0.0;-101458.929688;04 Kultur und Wissenschaft;Kulturelle Projekte;2014
1118;141000402;-2147483648;3294693.75;plus;0.0;0.0;04 Kultur und Wissenschaft;Kulturförderung freie Träger;2014
1119;141000402;1516077688;0.0;plus;3251094.5;3381646.25;04 Kultur und Wissenschaft;Kulturförderung freie Träger;2014
1120;141000402;395789782;-91410.4609375;minus;0.0;0.0;04 Kultur und Wissenschaft;Kulturförderung freie Träger;2014
1121;141000402;2194030;0.0;minus;-2966830.75;-2966844.75;04 Kultur und Wissenschaft;Kulturförderung freie Träger;2014
1122;141000403;758678751;0.0;plus;2069626.5;2059144.5;04 Kultur und Wissenschaft;Beethovenpflege;2014
1123;141000403;111354231;-3915.56005859;minus;0.0;0.0;04 Kultur und Wissenschaft;Beethovenpflege;2014
1124;141000403;1365130;0.0;minus;-734.520019531;-735.960021973;04 Kultur und Wissenschaft;Beethovenpflege;2014
1125;141000403;-2147483648;2034425.125;plus;0.0;0.0;04 Kultur und Wissenschaft;Beethovenpflege;2014
1126;141001704;5547890;-73.5400009155;minus;0.0;0.0;17 Stiftungen;Stiftung Konrad Adenauer;2014
1127;141001704;1009100;73.5400009155;plus;0.0;0.0;17 Stiftungen;Stiftung Konrad Adenauer;2014
1128;141001704;531800;0.0;plus;180.0;180.0;17 Stiftungen;Stiftung Konrad Adenauer;2014
1129;141001704;1387920;0.0;minus;-180.0;-180.0;17 Stiftungen;Stiftung Konrad Adenauer;2014
1130;141001705;547400;0.0;plus;4908.0;4908.0;17 Stiftungen;Stiftung August Kaiser;2014
1131;141001705;1400000;0.0;minus;-4908.0;-4908.0;17 Stiftungen;Stiftung August Kaiser;2014
1132;141001705;5547890;-2246.67016602;minus;0.0;0.0;17 Stiftungen;Stiftung August Kaiser;2014
1133;141001705;1009100;2246.66992188;plus;0.0;0.0;17 Stiftungen;Stiftung August Kaiser;2014
1134;141001706;1388000;0.0;minus;-10000.0;-10000.0;17 Stiftungen;Dorothea-von-Stetten-Stiftung;2014
1135;141001706;531800;10000.0;plus;10000.0;10000.0;17 Stiftungen;Dorothea-von-Stetten-Stiftung;2014
1136;141001706;6466700;-10000.0;minus;0.0;0.0;17 Stiftungen;Dorothea-von-Stetten-Stiftung;2014
1137;141001707;6005000;-1733.80004883;minus;0.0;0.0;17 Stiftungen;Stiftung Dr. Werner Borchert;2014
1138;141001707;547400;0.0;plus;2198.0;2198.0;17 Stiftungen;Stiftung Dr. Werner Borchert;2014
1139;141001707;930810;0.0;minus;-2198.0;-2198.0;17 Stiftungen;Stiftung Dr. Werner Borchert;2014
1140;141001707;992900;1733.80004883;plus;0.0;0.0;17 Stiftungen;Stiftung Dr. Werner Borchert;2014
1141;141200410;1165148499;-4491318.5;minus;0.0;0.0;04 Kultur und Wissenschaft;Beethoven Orchester;2014
1142;141200410;1618682956;0.0;plus;12451683.0;12392208.0;04 Kultur und Wissenschaft;Beethoven Orchester;2014
1143;141200410;97991563;0.0;minus;-4731728.0;-4731743.5;04 Kultur und Wissenschaft;Beethoven Orchester;2014
1144;141200410;-2147483648;12662546.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Beethoven Orchester;2014
1145;141300409;-2147483648;7883578.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Kunstmuseum;2014
1146;141300409;1713365211;0.0;plus;7447978.0;7402505.0;04 Kultur und Wissenschaft;Kunstmuseum;2014
1147;141300409;193718366;0.0;minus;-826502.875;-826532.375;04 Kultur und Wissenschaft;Kunstmuseum;2014
1148;141300409;334889597;-1678431.125;minus;0.0;0.0;04 Kultur und Wissenschaft;Kunstmuseum;2014
1149;141400407;192417043;0.0;minus;-50764.4804688;-53817.8789062;04 Kultur und Wissenschaft;Stadtarchiv;2014
1150;141400407;1615499316;0.0;plus;0.0;2419432.5;04 Kultur und Wissenschaft;Stadtarchiv;2014
1151;141400407;-2147483648;2250952.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Stadtarchiv;2014
1152;141400407;602374611;-173149.296875;minus;0.0;0.0;04 Kultur und Wissenschaft;Stadtarchiv;2014
1153;141400407;1614994116;0.0;plus;2412379.25;0.0;04 Kultur und Wissenschaft;Stadtarchiv;2014
1154;141500408;4390540;0.0;minus;-38053.4882812;-38058.7695312;04 Kultur und Wissenschaft;Stadtmuseum;2014
1155;141500408;-2147483648;857927.1875;plus;0.0;0.0;04 Kultur und Wissenschaft;Stadtmuseum;2014
1156;141500408;311158609;-87306.1328125;minus;0.0;0.0;04 Kultur und Wissenschaft;Stadtmuseum;2014
1157;141500408;1804043214;0.0;plus;915529.5;886106.125;04 Kultur und Wissenschaft;Stadtmuseum;2014
1158;141600406;97545273;0.0;minus;-854832.875;-814847.125;04 Kultur und Wissenschaft;Stadtbibliothek;2014
1159;141600406;-2147483648;4931785.5;plus;0.0;0.0;04 Kultur und Wissenschaft;Stadtbibliothek;2014
1160;141600406;226539709;-382793.46875;minus;0.0;0.0;04 Kultur und Wissenschaft;Stadtbibliothek;2014
1161;141600406;1615618681;0.0;plus;5100467.0;4998923.5;04 Kultur und Wissenschaft;Stadtbibliothek;2014
1162;141700405;-2147483648;5627055.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Musikschule;2014
1163;141700405;1896936357;0.0;plus;5945574.0;0.0;04 Kultur und Wissenschaft;Musikschule;2014
1164;141700405;99637163;0.0;minus;-2268063.25;-2268084.0;04 Kultur und Wissenschaft;Musikschule;2014
1165;141700405;1897441557;0.0;plus;0.0;5939393.0;04 Kultur und Wissenschaft;Musikschule;2014
1166;141700405;614691956;-2225809.0;minus;0.0;0.0;04 Kultur und Wissenschaft;Musikschule;2014
1167;141800404;1714884379;0.0;plus;3766452.25;0.0;04 Kultur und Wissenschaft;Volkshochschule;2014
1168;141800404;1060616488;-2382585.0;minus;0.0;0.0;04 Kultur und Wissenschaft;Volkshochschule;2014
1169;141800404;192367663;0.0;minus;-2179522.25;-2204589.5;04 Kultur und Wissenschaft;Volkshochschule;2014
1170;141800404;1715389579;0.0;plus;0.0;3746047.25;04 Kultur und Wissenschaft;Volkshochschule;2014
1171;141800404;-2147483648;3862535.5;plus;0.0;0.0;04 Kultur und Wissenschaft;Volkshochschule;2014
1172;141900411;95625833;0.0;plus;30160888.0;29945502.0;04 Kultur und Wissenschaft;Theater;2014
1173;141900411;1233586729;33487164.0;plus;0.0;0.0;04 Kultur und Wissenschaft;Theater;2014
1174;141900411;2010500;-4648468.5;minus;0.0;0.0;04 Kultur und Wissenschaft;Theater;2014
1175;141900411;448800;0.0;minus;-16000.0;-16000.0;04 Kultur und Wissenschaft;Theater;2014
1176;150000000;-2147483648;1089432.5;plus;0.0;0.0;00;Produktbereichsübergreifend;2014
1177;150000000;-2147483648;-1089432.5;minus;0.0;0.0;00;Produktbereichsübergreifend;2014
1178;150000000;1692000764;0.0;minus;-1023440.0625;-1002815.6875;00;Produktbereichsübergreifend;2014
1179;150000000;1692000764;0.0;plus;1023440.0625;1002815.6875;00;Produktbereichsübergreifend;2014
1180;150000501;-2147483648;94480048.0;plus;0.0;0.0;05 Soziale Leistungen;Grundsicherungsleistungen nach d. SGB II;2014
1181;150000501;1804064178;0.0;plus;0.0;87664456.0;05 Soziale Leistungen;Grundsicherungsleistungen nach d. SGB II;2014
1182;150000501;1803558978;0.0;plus;87964704.0;0.0;05 Soziale Leistungen;Grundsicherungsleistungen nach d. SGB II;2014
1183;150000501;97512364;0.0;minus;-30091150.0;-30091410.0;05 Soziale Leistungen;Grundsicherungsleistungen nach d. SGB II;2014
1184;150000501;1835989540;-30422456.0;minus;0.0;0.0;05 Soziale Leistungen;Grundsicherungsleistungen nach d. SGB II;2014
1185;150000502;921220540;-38584312.0;minus;0.0;0.0;05 Soziale Leistungen;Grundversorgung u.Leistungen n.d.SGB XII;2014
1186;150000502;1807743549;0.0;plus;0.0;82742832.0;05 Soziale Leistungen;Grundversorgung u.Leistungen n.d.SGB XII;2014
1187;150000502;1807238349;0.0;plus;83912304.0;0.0;05 Soziale Leistungen;Grundversorgung u.Leistungen n.d.SGB XII;2014
1188;150000502;6920560;0.0;minus;-32981448.0;-34081852.0;05 Soziale Leistungen;Grundversorgung u.Leistungen n.d.SGB XII;2014
1189;150000502;-2147483648;88604264.0;plus;0.0;0.0;05 Soziale Leistungen;Grundversorgung u.Leistungen n.d.SGB XII;2014
1190;150000503;3485700;0.0;minus;-687013.1875;-687057.5625;05 Soziale Leistungen;Leistungen nach dem AsylbLG;2014
1191;150000503;1803005528;0.0;plus;4988057.5;0.0;05 Soziale Leistungen;Leistungen nach dem AsylbLG;2014
1192;150000503;406462907;-2331851.75;minus;0.0;0.0;05 Soziale Leistungen;Leistungen nach dem AsylbLG;2014
1193;150000503;1803510728;0.0;plus;0.0;5005937.5;05 Soziale Leistungen;Leistungen nach dem AsylbLG;2014
1194;150000503;-2147483648;9981530.0;plus;0.0;0.0;05 Soziale Leistungen;Leistungen nach dem AsylbLG;2014
1195;150000504;-2147483648;1785093.25;plus;0.0;0.0;05 Soziale Leistungen;Soziale Einrichtungen;2014
1196;150000504;1804013960;0.0;plus;2068911.125;0.0;05 Soziale Leistungen;Soziale Einrichtungen;2014
1197;150000504;3920390;0.0;minus;0.0;-297179.84375;05 Soziale Leistungen;Soziale Einrichtungen;2014
1198;150000504;410520757;-169110.375;minus;0.0;0.0;05 Soziale Leistungen;Soziale Einrichtungen;2014
1199;150000504;3472390;0.0;minus;-291249.59375;0.0;05 Soziale Leistungen;Soziale Einrichtungen;2014
1200;150000504;1804519160;0.0;plus;0.0;2078300.125;05 Soziale Leistungen;Soziale Einrichtungen;2014
1201;150000506;2616480;0.0;minus;-836477.4375;-836510.375;05 Soziale Leistungen;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;2014
1202;150000506;1706883743;0.0;plus;6027077.5;0.0;05 Soziale Leistungen;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;2014
1203;150000506;1707388943;0.0;plus;0.0;6121823.5;05 Soziale Leistungen;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;2014
1204;150000506;391059537;-385222.75;minus;0.0;0.0;05 Soziale Leistungen;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;2014
1205;150000506;-2147483648;5559371.0;plus;0.0;0.0;05 Soziale Leistungen;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;2014
1206;150000507;3519790;0.0;minus;-2445951.5;-2526000.5;05 Soziale Leistungen;Unterhaltsvorschussleistungen;2014
1207;150000507;704061422;-3254416.0;minus;0.0;0.0;05 Soziale Leistungen;Unterhaltsvorschussleistungen;2014
1208;150000507;-2147483648;5735430.0;plus;0.0;0.0;05 Soziale Leistungen;Unterhaltsvorschussleistungen;2014
1209;150000507;1802424388;0.0;plus;0.0;5079368.0;05 Soziale Leistungen;Unterhaltsvorschussleistungen;2014
1210;150000507;1801919188;0.0;plus;5055220.5;0.0;05 Soziale Leistungen;Unterhaltsvorschussleistungen;2014
1211;150000508;1802982138;0.0;plus;806398.375;0.0;05 Soziale Leistungen;Betreuungsleistungen;2014
1212;150000508;3079540;0.0;minus;-7427.28027344;-7443.0;05 Soziale Leistungen;Betreuungsleistungen;2014
1213;150000508;1802440038;0.0;plus;0.0;796596.8125;05 Soziale Leistungen;Betreuungsleistungen;2014
1214;150000508;209167551;-27657.0097656;minus;0.0;0.0;05 Soziale Leistungen;Betreuungsleistungen;2014
1215;150000508;-2147483648;899336.6875;plus;0.0;0.0;05 Soziale Leistungen;Betreuungsleistungen;2014
1216;150000509;757585589;0.0;plus;34912.5703125;34601.4921875;05 Soziale Leistungen;Leist. f. Heimk., pol.Häftl., Spätauss.;2014
1217;150000509;188000012;-1126.72009277;minus;0.0;0.0;05 Soziale Leistungen;Leist. f. Heimk., pol.Häftl., Spätauss.;2014
1218;150000509;1365130;0.0;minus;-482.160003662;-483.599975586;05 Soziale Leistungen;Leist. f. Heimk., pol.Häftl., Spätauss.;2014
1219;150000509;376534014;1249.7199707;plus;0.0;0.0;05 Soziale Leistungen;Leist. f. Heimk., pol.Häftl., Spätauss.;2014
1220;150000510;1898627692;0.0;plus;5193502.0;0.0;05 Soziale Leistungen;Sonstige soziale Hilfen und Leistungen;2014
1221;150000510;1913145145;-528929.625;minus;0.0;0.0;05 Soziale Leistungen;Sonstige soziale Hilfen und Leistungen;2014
1222;150000510;-2147483648;6441526.0;plus;0.0;0.0;05 Soziale Leistungen;Sonstige soziale Hilfen und Leistungen;2014
1223;150000510;1899132892;0.0;plus;0.0;5446604.5;05 Soziale Leistungen;Sonstige soziale Hilfen und Leistungen;2014
1224;150000510;97944982;0.0;minus;-193109.140625;-278190.65625;05 Soziale Leistungen;Sonstige soziale Hilfen und Leistungen;2014
1225;150000511;1706288494;0.0;plus;0.0;2410453.75;05 Soziale Leistungen;Schwerbehindertenrecht nach SGB IX;2014
1226;150000511;779033753;-2563250.75;minus;0.0;0.0;05 Soziale Leistungen;Schwerbehindertenrecht nach SGB IX;2014
1227;150000511;-2147483648;2898839.75;plus;0.0;0.0;05 Soziale Leistungen;Schwerbehindertenrecht nach SGB IX;2014
1228;150000511;1705783294;0.0;plus;2416881.0;0.0;05 Soziale Leistungen;Schwerbehindertenrecht nach SGB IX;2014
1229;150000511;97064784;0.0;minus;-1884156.875;-1884181.5;05 Soziale Leistungen;Schwerbehindertenrecht nach SGB IX;2014
1230;150001005;1808770789;0.0;plus;7056316.0;0.0;10 Bauen und Wohnen;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;2014
1231;150001005;-2147483648;7533408.5;plus;0.0;0.0;10 Bauen und Wohnen;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;2014
1232;150001005;700598515;-1452338.5;minus;0.0;0.0;10 Bauen und Wohnen;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;2014
1233;150001005;1809275989;0.0;plus;0.0;6856022.5;10 Bauen und Wohnen;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;2014
1234;150001005;5273480;0.0;minus;-664483.3125;-669681.375;10 Bauen und Wohnen;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;2014
1235;150001708;10564181;204678.25;plus;0.0;0.0;17 Stiftungen;Stiftung Bonner Altenhilfe;2014
1236;150001708;11980110;-204678.25;minus;0.0;0.0;17 Stiftungen;Stiftung Bonner Altenhilfe;2014
1237;150001708;2298210;0.0;minus;-188660.0;-188660.0;17 Stiftungen;Stiftung Bonner Altenhilfe;2014
1238;150001708;1597030;0.0;plus;188660.0;188660.0;17 Stiftungen;Stiftung Bonner Altenhilfe;2014
1239;150001709;8095471;-20299.8710938;minus;0.0;0.0;17 Stiftungen;Stiftung Paula Flerus;2014
1240;150001709;1829010;0.0;minus;-18741.609375;-18741.609375;17 Stiftungen;Stiftung Paula Flerus;2014
1241;150001709;5901325;0.0;plus;18741.609375;18741.609375;17 Stiftungen;Stiftung Paula Flerus;2014
1242;150001709;24727326;20299.8691406;plus;0.0;0.0;17 Stiftungen;Stiftung Paula Flerus;2014
1243;150001710;6005000;-585.659973145;minus;0.0;0.0;17 Stiftungen;Stiftung St.-Albertus-Magnus-Heim;2014
1244;150001710;1387920;0.0;minus;-516.0;-516.0;17 Stiftungen;Stiftung St.-Albertus-Magnus-Heim;2014
1245;150001710;993500;585.66003418;plus;0.0;0.0;17 Stiftungen;Stiftung St.-Albertus-Magnus-Heim;2014
1246;150001710;531800;0.0;plus;516.0;516.0;17 Stiftungen;Stiftung St.-Albertus-Magnus-Heim;2014
1247;150001711;531800;0.0;plus;3700.0;3700.0;17 Stiftungen;Stiftung Wilhelmine-Lübke-Heim;2014
1248;150001711;6005000;-3767.91992188;minus;0.0;0.0;17 Stiftungen;Stiftung Wilhelmine-Lübke-Heim;2014
1249;150001711;1857110;0.0;minus;-3700.0;-3700.0;17 Stiftungen;Stiftung Wilhelmine-Lübke-Heim;2014
1250;150001711;993500;3767.91992188;plus;0.0;0.0;17 Stiftungen;Stiftung Wilhelmine-Lübke-Heim;2014
1251;150001712;3668100;109043.257812;plus;0.0;0.0;17 Stiftungen;Stiftung Wilhelm-Augusta-Stift;2014
1252;150001712;531800;0.0;plus;120000.0;120000.0;17 Stiftungen;Stiftung Wilhelm-Augusta-Stift;2014
1253;150001712;6887200;-109043.257812;minus;0.0;0.0;17 Stiftungen;Stiftung Wilhelm-Augusta-Stift;2014
1254;150001712;2298210;0.0;minus;-120000.0;-120000.0;17 Stiftungen;Stiftung Wilhelm-Augusta-Stift;2014
1255;150001713;5880415;0.0;plus;338647.6875;338647.6875;17 Stiftungen;Stiftung Konvente St. Aegidius/St. Jakob;2014
1256;150001713;2763300;0.0;minus;-338647.6875;-338647.6875;17 Stiftungen;Stiftung Konvente St. Aegidius/St. Jakob;2014
1257;150001713;16112030;-385076.5;minus;0.0;0.0;17 Stiftungen;Stiftung Konvente St. Aegidius/St. Jakob;2014
1258;150001713;49573728;385076.5;plus;0.0;0.0;17 Stiftungen;Stiftung Konvente St. Aegidius/St. Jakob;2014
1259;150001714;531800;0.0;plus;2100.0;2100.0;17 Stiftungen;Stiftung Johann Gabriel Adrian;2014
1260;150001714;6419800;-2763.55004883;minus;0.0;0.0;17 Stiftungen;Stiftung Johann Gabriel Adrian;2014
1261;150001714;1857110;0.0;minus;-2100.0;-2100.0;17 Stiftungen;Stiftung Johann Gabriel Adrian;2014
1262;150001714;1540900;2763.55004883;plus;0.0;0.0;17 Stiftungen;Stiftung Johann Gabriel Adrian;2014
1263;150001715;1387920;0.0;minus;-165.0;-165.0;17 Stiftungen;Stiftung Max Becker;2014
1264;150001715;531800;0.0;plus;165.0;165.0;17 Stiftungen;Stiftung Max Becker;2014
1265;150001715;993500;186.809997559;plus;0.0;0.0;17 Stiftungen;Stiftung Max Becker;2014
1266;150001715;6552400;-186.809997559;minus;0.0;0.0;17 Stiftungen;Stiftung Max Becker;2014
1267;150001716;15573892;-116746.78125;minus;0.0;0.0;17 Stiftungen;Stiftung Arme im Allgemeinen;2014
1268;150001716;3220410;0.0;minus;-112606.4375;-112606.4375;17 Stiftungen;Stiftung Arme im Allgemeinen;2014
1269;150001716;5333015;0.0;plus;112606.4375;112606.4375;17 Stiftungen;Stiftung Arme im Allgemeinen;2014
1270;150001716;40494246;116746.78125;plus;0.0;0.0;17 Stiftungen;Stiftung Arme im Allgemeinen;2014
